"Genus","cancer_pos","cancer_neg","other_pos","other_neg","p_value","p_adjusted"
"Caldanaerobius",0,137,0,1910,1,1
"Caldibacillus",0,137,1,1909,1,1
"Caldicellulosiruptor",0,137,10,1900,1,1
"Caldichromatium",0,137,2,1908,1,1
"Caldicoprobacter",0,137,0,1910,1,1
"Caldilinea",0,137,0,1910,1,1
"Caldimicrobium",0,137,0,1910,1,1
"Caldimonas",2,135,62,1848,0.316778800710197,1
"Caldinitratiruptor",0,137,4,1906,1,1
"Caldisericum",0,137,0,1910,1,1
"Caldisphaera",0,137,0,1910,1,1
"Calditerrivibrio",0,137,1,1909,1,1
"Caldithrix",0,137,1,1909,1,1
"Caldivirga",0,137,0,1910,1,1
"Callevirus",0,137,0,1910,1,1
"Caloramator",0,137,5,1905,1,1
"Caloranaerobacter",0,137,2,1908,1,1
"Calothrix",0,137,4,1906,1,1
"Caminibacter",0,137,0,1910,1,1
"Caminicella",0,137,3,1907,1,1
"Campanilevirus",0,137,0,1910,1,1
"Campylobacter",44,93,1025,885,1.30420179125094e-06,0.000283607485308657
"Camvirus",0,137,0,1910,1,1
"Candidatus_Accumulibacter",0,137,0,1910,1,1
"Candidatus_Amoebophilus",0,137,0,1910,1,1
"Candidatus_Aquiluna",0,137,0,1910,1,1
"Candidatus_Arthromitus",0,137,0,1910,1,1
"Candidatus_Atelocyanobacterium",0,137,0,1910,1,1
"Candidatus_Azobacteroides",0,137,0,1910,1,1
"Candidatus_Babela",0,137,0,1910,1,1
"Candidatus_Blochmannia",0,137,0,1910,1,1
"Candidatus_Brocadia",0,137,0,1910,1,1
"Candidatus_Cardinium",0,137,0,1910,1,1
"Candidatus_Cloacimonas",0,137,0,1910,1,1
"Candidatus_Competibacter",0,137,0,1910,1,1
"Candidatus_Contendobacter",0,137,0,1910,1,1
"Candidatus_Desulforudis",0,137,0,1910,1,1
"Candidatus_Endolissoclinum",0,137,0,1910,1,1
"Candidatus_Evansia",0,137,0,1910,1,1
"Candidatus_Glomeribacter",0,137,0,1910,1,1
"Candidatus_Halobonum",0,137,0,1910,1,1
"Candidatus_Hamiltonella",0,137,0,1910,1,1
"Candidatus_Hepatobacter",0,137,0,1910,1,1
"Candidatus_Ishikawaella",0,137,0,1910,1,1
"Candidatus_Jettenia",0,137,0,1910,1,1
"Candidatus_Korarchaeum",0,137,0,1910,1,1
"Candidatus_Koribacter",0,137,0,1910,1,1
"Candidatus_Liberibacter",0,137,0,1910,1,1
"Candidatus_Magnetobacterium",0,137,0,1910,1,1
"Candidatus_Methanomethylophilus",0,137,0,1910,1,1
"Candidatus_Methanoperedens",0,137,0,1910,1,1
"Candidatus_Methanoplasma",0,137,0,1910,1,1
"Candidatus_Methylopumilus",0,137,0,1910,1,1
"Candidatus_Microthrix",0,137,0,1910,1,1
"Candidatus_Midichloria",0,137,0,1910,1,1
"Candidatus_Moranella",0,137,0,1910,1,1
"Candidatus_Nasuia",0,137,0,1910,1,1
"Candidatus_Neoehrlichia",0,137,0,1910,1,1
"Candidatus_Nitrosoarchaeum",0,137,0,1910,1,1
"Candidatus_Nitrosocosmicus",0,137,0,1910,1,1
"Candidatus_Nitrosopelagicus",0,137,0,1910,1,1
"Candidatus_Nitrosotenuis",0,137,0,1910,1,1
"Candidatus_Odyssella",0,137,0,1910,1,1
"Candidatus_Paracaedibacter",0,137,0,1910,1,1
"Candidatus_Pelagibacter",0,137,0,1910,1,1
"Candidatus_Phaeomarinobacter",0,137,0,1910,1,1
"Candidatus_Photodesmus",0,137,0,1910,1,1
"Candidatus_Phytoplasma",0,137,0,1910,1,1
"Candidatus_Portiera",0,137,0,1910,1,1
"Candidatus_Profftella",0,137,0,1910,1,1
"Candidatus_Protochlamydia",0,137,0,1910,1,1
"Candidatus_Puniceispirillum",0,137,0,1910,1,1
"Candidatus_Regiella",0,137,0,1910,1,1
